Brand Label Serial Number,Brand Label Name,License Type Code,License Class Code,License Class Description,Product Description,Wholesaler License Serial Number,Wholesaler Name,Domestic (D) or Imported (I),Brand Label Expiration Date
5145828,BELARUSKA PEPPER FLAVORED 80PF,652,9,LIQUOR - NO FEE,VODKA,2188817,PARK STREET IMPORTS LLC,I,09/30/2018
5145829,BELARUSKA RYE 80PF,652,9,LIQUOR - NO FEE,VODKA,2188817,PARK STREET IMPORTS LLC,I,09/30/2018
5145830,BELARUSKA LEMON 80PF,652,9,LIQUOR - NO FEE,VODKA,2188817,PARK STREET IMPORTS LLC,I,09/30/2018
5145831,BELARUSKA WHEAT 80PF,652,9,LIQUOR - NO FEE,VODKA,2188817,PARK STREET IMPORTS LLC,I,09/30/2018
5145833,DOMAINE DE L ARLOT MARC DE BOURGOGNE,652,9,LIQUOR - NO FEE,8PF FRENCH BRANDY,1277387,MICHAEL SKURNIK WINES INC,I,09/30/2018
5145835,WIGLE PRESSED APPLE POMMEAU 48.74PF,652,9,LIQUOR - NO FEE,APPLE BRANDY,1268314,T EDWARD WINES LTD,D,09/30/2018
5145837,CUTWATER SPIRITS OPAH 72PF,652,9,LIQUOR - NO FEE,SCHNAPPS LIQUEUR,2184722,MANHATTAN BEER DISTRIBUTORS LLC,D,09/30/2018
5145862,BIAVA GRAPPA DI MOSCATO DI SCANZO 90PF,652,9,LIQUOR - NO FEE,BRANDY,1273771,CARBMEYER INC,I,09/30/2018
5145874,HUDSON VALLEY DISTILLERS SPIRITS GROVE,652,9,LIQUOR - NO FEE,80PF VODKA,2194989,HUDSON VALLEY DISTILLERS LLC,D,09/30/2018
5145875,HUDSON VALLEY DISTILLERS ADIRONDACK,652,9,LIQUOR - NO FEE,APPLEJACK 80PF BRANDY,2194989,HUDSON VALLEY DISTILLERS LLC,D,09/30/2018
5145876,HUDSON VALLEY DISTILLERS CLEAR,652,9,LIQUOR - NO FEE,MOUNTAIN 80PF GIN,2194989,HUDSON VALLEY DISTILLERS LLC,D,09/30/2018
5145877,HUDSON VALLEY DISTILLERS CHANCELLORS,652,9,LIQUOR - NO FEE,HARDSCRABBLE 80PF BRANDY,2194989,HUDSON VALLEY DISTILLERS LLC,D,09/30/2018
5145891,NAUTICAL GIN 84PF,652,3,GIN,GIN,1209368,CAZANOVE OPICI WINE CORP,D,09/30/2018
5145893,WINDSOR CANADIAN SPORTSMAN EDITION,652,2,WHISKEY,80PF CANADIAN WHISKEY,1298829,FUTURE BRANDS LLC,I,09/30/2018
5145894,1776 JAMES E PEPPER STRAIGHT RYE,652,7,COCKTAILS & SPECIALTIES,SHERRY CASKS 100PF WHISKEY,1209368,CAZANOVE OPICI WINE CORP,D,09/30/2018
5145896,PODHALANSKA 80PF,652,6,CORDIALS & LIQUEURS,LIQUEUR,1238860,BRAVO DISTRIBUTING LLC,D,09/30/2018
5145900,MAKERS MARK PRIVATE SELECT 110.9PF,652,2,WHISKEY,BOURBON WHISKEY,1298829,FUTURE BRANDS LLC,D,09/30/2018
5145911,TENNESSEE LEGEND 60PF,652,2,WHISKEY,WHISKEY,1230905,MEDCO ATLANTIC INC,D,09/30/2018
5145912,TEQUILA EL AMO 80PF,652,2,WHISKEY,TEQUILA,1230905,MEDCO ATLANTIC INC,I,09/30/2018
5145913,CARDINAL SPIRITS VODKA 80PF,652,9,LIQUOR - NO FEE,VODKA,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5145914,JOHNNIE WALKER BLENDERS BATCH WINE,652,2,WHISKEY,CASK BLEND 80PF SCOTCH WHISKEY,1247799,DIAGEO AMERICAS INC,I,09/30/2018
5145917,UNCLE JUMBOS AMERICAN VODKA 80PF,652,1,NEUTRAL SPIRITS,VODKA,3158162,UNCLE JUMBOS DISTILLERY INC,D,09/30/2018
5145924,JEFFERSONS GRAND SELECTION CH SUDIRAUT,652,2,WHISKEY,SAUTERNES CASK FINISH 90PF WHISKEY,1238435,CASTLE BRANDS USA CORP,D,09/30/2018
5145925,THE WHISTLER 7 YR NATURAL CASK,652,2,WHISKEY,STRENGTH SINGLE MALT 118PF WHISKEY,1267246,NESTOR IMPORTS INC,I,09/30/2018
5145926,THE WHISTLER 7 YR BLUE NOTE SINGLE,652,2,WHISKEY,MALT 95PF WHISKEY,1267246,NESTOR IMPORTS INC,I,09/30/2018
5145927,THE WHISTLER 10 YR HOW THE YEARS,652,2,WHISKEY,WHISTLE BY 112PF WHISKEY,1267246,NESTOR IMPORTS INC,I,09/30/2018
5145928,THE WHISTLER 5 YR DOUBLE OAKED 80PF,652,2,WHISKEY,WHISKEY,1267246,NESTOR IMPORTS INC,I,09/30/2018
5145929,JESSE JAMES AMERICAS OUTLAW TENNESSEE,652,2,WHISKEY,WHISKEY SB 80PF WHISKEY,1228965,LIEBER BROS INC,D,09/30/2018
5145930,TORO ALTENO TEQUILA GOLD 80PF,652,2,WHISKEY,TEQUILA,1228965,LIEBER BROS INC,D,09/30/2018
5145931,TORO ALTENO TEQUILA PREMIUM SILVER,652,2,WHISKEY,80PF TEQUILA,1228965,LIEBER BROS INC,D,09/30/2018
5145933,GLENDALOUGH WILD BOTANICAL GIN 82PF,652,3,GIN,GIN,1115852,TRI VIN IMPORTS INC,I,09/30/2018
5145934,HIRSCH 8YR OLD HIGH RYE BOURBON 92PF,652,2,WHISKEY,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,D,09/30/2018
5145935,REDEMPTION WHEATED BOURBON 92PF,652,2,WHISKEY,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,D,09/30/2018
5145936,BIRD DOG KENTUCKY SELECT STOCK 80PF,652,2,WHISKEY,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,D,09/30/2018
5145937,SEAGRAMS JUICY WATERMELON 70PF,652,1,NEUTRAL SPIRITS,VODKA,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,D,09/30/2018
5145938,DON PEDRO 80PF,652,4,BRANDY,BRANDY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5145939,PRESIDENTE 80PF,652,4,BRANDY,BRANDY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5145940,BLOOD OATH KSBW 2017 PACT NO 3 98.6PF,652,2,WHISKEY,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,D,09/30/2018
5145941,VOGA 80PF,652,1,NEUTRAL SPIRITS,VODKA,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5145942,ELIJAH CRAIG BARREL PROOF 12YR 124.2PF,652,2,WHISKEY,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,D,09/30/2018
5145944,BOOKERS BLUE KNIGHTS BATCH 6YR 3MO,652,2,WHISKEY,6DAYS 127.4PF STRAIGHT BOURBON WHISKEY,1298829,FUTURE BRANDS LLC,D,09/30/2018
5145945,EL TESORO ANEJO 80TH ANNIVERSARY 83PF,652,2,WHISKEY,TEQUILA,1298829,FUTURE BRANDS LLC,I,09/30/2018
5145946,LAPHROAIG CAIRDEAD 2017 114.4PF,652,2,WHISKEY,SINGLE MALT SCOTCH WHISKEY,1298829,FUTURE BRANDS LLC,I,09/30/2018
5145947,LAPHROAIG 25YR 97.8PF,652,2,WHISKEY,SINGLE MALT SCOTCH WHISKEY,1298829,FUTURE BRANDS LLC,I,09/30/2018
5145948,ISLAND COMPANY 80PF,652,7,COCKTAILS & SPECIALTIES,RUM SPECIALTIES,2188817,PARK STREET IMPORTS LLC,I,09/30/2018
5145953,HIGHLAND PARK 94.4PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5145954,MEZCAL VIEJO INDECENTE 90PF,652,2,WHISKEY,MEZCAL,1284905,DAVID BOWLER LLC,I,09/30/2018
5145955,MEZCAL VIEJO INDECENTE 96PF,652,2,WHISKEY,MEZCAL,1284905,DAVID BOWLER LLC,I,09/30/2018
5145956,YOBU 46PF,652,9,LIQUOR - NO FEE,SPECIALTY,1016051,PALM BAY INTERNATIONAL INC,D,09/30/2018
5145962,ROYAL EMBLEM COCONUT VODKA 60PF,652,9,LIQUOR - NO FEE,VODKA,2194181,T & BEER INC ,D,09/30/2018
5145964,THE ARRAN MALT THE AMARONE CASK,652,9,LIQUOR - NO FEE,FINISH 100PF WHISKEY,1238435,CASTLE BRANDS USA CORP,I,09/30/2018
5145965,THE ARRAN MALT THE LOCHRANZA RESERVE,652,2,WHISKEY,86PF WHISKEY,1238435,CASTLE BRANDS USA CORP,I,09/30/2018
5145966,THE ARRAN MALT AGED 18 YEARS 92PF,652,2,WHISKEY,WHISKEY,1238435,CASTLE BRANDS USA CORP,I,09/30/2018
5145967,THE ARRAN MALT AGED 10 YEARS 92PF,652,2,WHISKEY,WHISKEY,1238435,CASTLE BRANDS USA CORP,I,09/30/2018
5145968,ROBERT BURNS 86PF,652,2,WHISKEY,WHISKEY,1238435,CASTLE BRANDS USA CORP,I,09/30/2018
5145969,THE ARRAN MALT AGED 14 YEARS 92PF,652,2,WHISKEY,WHISKEY,1238435,CASTLE BRANDS USA CORP,I,09/30/2018
5145972,WESTLAND DISTILLERY GARRYANA 2017,652,2,WHISKEY,EDITION 2.1 100PF WHISKEY,1023870,REMY COINTREAU USA INC,D,09/30/2018
5145975,SOUTHERN COMFORT WHISKEY SPECIALTIES,652,7,COCKTAILS & SPECIALTIES,WHISKEY SPECIALTIES,1185688,EMPIRE MERCHANTS LLC,D,09/30/2018
5145988,TAMWORTH GARDEN FLORA GIN BARREL,652,9,LIQUOR - NO FEE,RESERVE 84 PF GIN,1261835,U.B. DISTRIBUTORS LLC ,I,09/30/2018
5146001,LAKE GEORGE SPIRTS COLLECTION BOURBON,652,9,LIQUOR - NO FEE,WHISKEY 86PF WHISKEY,2190165,LAKE GEORGE DISTILLING COMPANY LLC,I,09/30/2018
5146020,TWO JAMES DOCTOR BIRD 100PF,652,5,RUM,RUM,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146025,YELLOW ROSE SINGLE MALT WHISKEY 80PF,652,2,WHISKEY,WHISKEY,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146026,YELLOW ROSE RYE WHISKEY 90PF,652,2,WHISKEY,WHISKEY,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146027,YELLOW ROSE OUTLAW BOURBON WHISKEY,652,2,WHISKEY,92PF WHISKEY,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146028,YELLOW ROSE PREMIUM WHISKEY 80PF,652,2,WHISKEY,WHISKEY,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146029,RESILIENT 107PF,652,9,LIQUOR - NO FEE,WHISKEY,1296521,PM SPIRITS DISTRIBUTING CORP,D,09/30/2018
5146044,ALTAMAR RIGHT GIN 80 PF,652,3,GIN,GIN,1287431,M S WALKER INC,D,09/30/2018
5146046,TORO ALTENO TEQUILA REPOSADO 80PF,652,2,WHISKEY,TEQUILA,1228965,LIEBER BROS INC,D,09/30/2018
5146054,ALTAMAR TEQUILA OCHOEXTRA ANEJO 80PF,652,2,WHISKEY,TEQUILA,1287431,M S WALKER INC,D,09/30/2018
5146063,INTERBORO SPIRITS & ALES GOODWIN HILL,652,9,LIQUOR - NO FEE,SPECIALTIES 20PF SPECIALTIES,1290991,DISRUPTION GRAIN LLC,D,09/30/2018
5146073,CARDINAL SPIRITS BRAMBLE 70PF,652,9,LIQUOR - NO FEE,VODKA,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146074,CARDINAL SPIRITS TERRA BOTANICAL 84PF,652,9,LIQUOR - NO FEE,GIN,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146075,CARDINAL SPIRITS TIKI RUM 80PF,652,9,LIQUOR - NO FEE,RUM,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146076,BOZAL BORREGO MEZCAL 980PF,652,9,LIQUOR - NO FEE,WHISKEY,1284083,WINEBOW INC,D,09/30/2018
5146077,BOZAL COYOTE MEZCAL 85PF,652,9,LIQUOR - NO FEE,WHISKEY,1284083,WINEBOW INC,D,09/30/2018
5146078,CARDINAL SPIRITS PRIDE VODKA 80PF,652,9,LIQUOR - NO FEE,VODKA,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146079,BOZAL CASTILLA MEZCAL 52PF,652,9,LIQUOR - NO FEE,WHISKEY,1284083,WINEBOW INC,D,09/30/2018
5146084,BOZAL PECHUGA MEZCAL 49PF,652,9,LIQUOR - NO FEE,WHISKEY,1284083,WINEBOW INC,D,09/30/2018
5146106,SOUTHERN EDGE SWEET TEA FLAVORED 60PF,652,9,LIQUOR - NO FEE,VODA- OTHER FLAVORED,2188817,PARK STREET IMPORTS LLC,I,09/30/2018
5146111,CARDINAL SPIRITS STANDARD DRY GIN 84PF,652,9,LIQUOR - NO FEE,GIN,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146112,CARDINAL SPIRITS CORDIALS & LIQUEURS,652,9,LIQUOR - NO FEE,30PF LIQUEUR,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146113,CARDINAL SPIRITS SPECIALTIES 58PF,652,9,LIQUOR - NO FEE,SCHNAPS,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146114,CARDINAL SPIRITS RUM SPECIALTIES 84PF,652,9,LIQUOR - NO FEE,RUM,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146115,CARDINAL SPIRITS VODKA SPECIALTIES,652,9,LIQUOR - NO FEE,42PF VODKA,1261835,U.B. DISTRIBUTORS LLC ,D,09/30/2018
5146116,KINGS COUNTY DISTILLERY BOTTLED IN,652,9,LIQUOR - NO FEE,BOND 100PF WHISKEY,1258274,KINGS COUNTY DISTILLERY LLC,D,09/30/2018
5146117,KINGS COUNTY DISTILLERY SINGLE MALT,652,9,LIQUOR - NO FEE,94PF WHISKEY,1258274,KINGS COUNTY DISTILLERY LLC,D,09/30/2018
5146118,KINGS COUNTY DISTILLERY STRAWBERRY,652,9,LIQUOR - NO FEE,GINGER 80PF FLAVORED WHISKEY,1258274,KINGS COUNTY DISTILLERY LLC,D,09/30/2018
5146119,KINGS COUNTY DISTILLERY SPICED WHISKEY,652,9,LIQUOR - NO FEE,80PF FLAVORED WHISKEY,1258274,KINGS COUNTY DISTILLERY LLC,D,09/30/2018
5146120,TACONIC DISTILLERY DUTCHESS PRIVATE,652,2,WHISKEY,RESERVE 90PF WHISKEY,2195446,TACONIC DISTILLERY LLC,D,09/30/2018
5146121,TACONIC DISTILLERY COPPERS GHOST 124PF,652,9,LIQUOR - NO FEE,WHISKEY,2195446,TACONIC DISTILLERY LLC,D,09/30/2018
5146122,BOMBOM 36PF,652,9,LIQUOR - NO FEE,SPECIALTY,1273743,MHW LTD,D,09/30/2018
5146123,EUPHROSINE GIN #9 BARREL-FINISHED,652,9,LIQUOR - NO FEE,RESERVE 90PF GIN,1299739,LIBERATION DISTRIBUTION INC,D,09/30/2018
5146124,TOULOUSE ABSINTHE SPECIALTIES 136PF,652,9,LIQUOR - NO FEE,SPECIALTY,1299739,LIBERATION DISTRIBUTION INC,D,09/30/2018
5146125,EUPHROSINE GIN #9 90PF,652,9,LIQUOR - NO FEE,GIN,1299739,LIBERATION DISTRIBUTION INC,D,09/30/2018
5146126,BUCK 25 125PF,652,9,LIQUOR - NO FEE,VODKA,1299739,LIBERATION DISTRIBUTION INC,D,09/30/2018
5146128,ROBERSONS TENNESSEE MELLOMOON,652,9,LIQUOR - NO FEE,SPECIALTIES 100PF SPECIALTY,1299739,LIBERATION DISTRIBUTION INC,D,09/30/2018
5146129,MR BLACK SPECIALTIES,652,9,LIQUOR - NO FEE,COFFEE CAFE LIQUEUR,2188817,PARK STREET IMPORTS LLC,D,09/30/2018
5146145,LEDAIG 42 YEAR SINGLE MALT SCOTCH,652,9,LIQUOR - NO FEE,93.4PF WHISKEY,1209368,CAZANOVE OPICI WINE CORP,I,09/30/2018
5146151,WM CADENHEAD BALMENACH GLENLIVET 12YR,652,9,LIQUOR - NO FEE,55.3PF WHISKEY,1284083,WINEBOW INC,I,09/30/2018
5146152,WM CADENHEAD BRUICHLADDICH 23YR 48.9PF,652,9,LIQUOR - NO FEE,WHISKEY,1284083,WINEBOW INC,I,09/30/2018
5146153,WM CADENHEAD MILTONDUFF GLENLIVET 11YR,652,9,LIQUOR - NO FEE,55.9PF WHISKEY,1284083,WINEBOW INC,I,09/30/2018
5146154,MASTERSONS 10YR RYE WHISKEY AMERICAN,652,9,LIQUOR - NO FEE,OAK FINISHED 45PF WHISKEY,1284083,WINEBOW INC,I,09/30/2018
5146155,MASTERSONS 10YR RYE WHISKEY FRENCH OAK,652,9,LIQUOR - NO FEE,FINISHED 45PF WHISKEY,1284083,WINEBOW INC,I,09/30/2018
5146161,MEZCAL REAL MINERO PECHUGA 51.9PF,652,9,LIQUOR - NO FEE,AGAVE,1284083,WINEBOW INC,I,09/30/2018
5146162,MEZCAL REAL MINERO ESPADIN LARGO,652,9,LIQUOR - NO FEE,TRIPON BARRIL 46.2PF AGAVE,1284083,WINEBOW INC,I,09/30/2018
5146163,MEZCAL REAL MINERO CUISHE 52.6PF,652,9,LIQUOR - NO FEE,AGAVE,1284083,WINEBOW INC,I,09/30/2018
5146164,MEZCAL REAL MINERO ESPADIN 45.9PF,652,9,LIQUOR - NO FEE,AGAVE,1284083,WINEBOW INC,I,09/30/2018
5146165,MEZCAL REAL MINERO BARRIL 52PF,652,9,LIQUOR - NO FEE,AGAVE,1284083,WINEBOW INC,I,09/30/2018
5146166,KAVALAN MOSCATEL SHERRY CASK 111.2PF,652,9,LIQUOR - NO FEE,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5146167,KAVALAN AMANTILLADO SHERRY CASK,652,9,LIQUOR - NO FEE,112.6PF WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5146168,KAVALAN PX SHERRY CASK 112.6PF,652,9,LIQUOR - NO FEE,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5146169,KAVALAN MANZANILLA SHERRY CASK 114.2PF,652,9,LIQUOR - NO FEE,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5146170,ALTAMAR LES RESERVES D ATRON POIRE,652,4,BRANDY,ANCIENNE 84PF BRANDY,1287431,M S WALKER INC,I,09/30/2018
5146173,HAPPY BUDDHA 84PF,652,9,LIQUOR - NO FEE,RUM,1273743,MHW LTD,I,09/30/2018
5146174,ORANGE COUNTY DISTILLERY WHEAT 80PF,652,9,LIQUOR - NO FEE,VODKA,2194012,ORANGE COUNTY DISTILLERY LLC,D,09/30/2018
5146193,KAVALAN EX BOURBON CASK STRENGTH,652,9,LIQUOR - NO FEE,119.8PF WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5146194,KAVALAN PORT SHERRY CASK 117.2PF,652,9,LIQUOR - NO FEE,WHISKEY,1104391,SOUTHERN GLAZER'S WINE AND SPIRITS OF NEW YORK LLC,I,09/30/2018
5146198,JEFFERSONS GRAND SELECTION CH PICHON,652,2,WHISKEY,BARON FRENCH CASK FINISH 90PF WHISKEY,1238435,CASTLE BRANDS USA CORP,D,09/30/2018
5146205,SCORE 80PF,652,1,NEUTRAL SPIRITS,NEUTRAL GRAIN SPIRITS,2170885,DUTCHESS BEER DISTRIBUTORS INC,I,09/30/2018
5146209,EMPOWER 25PF,652,1,NEUTRAL SPIRITS,VODKA,1238860,BRAVO DISTRIBUTING LLC,D,09/30/2018
5146210,KOMAGATAKE SINGLE CASK 2012 #1453,652,9,LIQUOR - NO FEE,116PF WHISKEY,1277387,MICHAEL SKURNIK WINES INC,I,09/30/2018
5146491,NEW GROVE  RUM 80PF,652,5,RUM,RUM,1284083,WINEBOW INC,I,09/30/2018
5146211,WEST WIND SMALL BATCH BOURBON WHISKEY,652,9,LIQUOR - NO FEE,110PF WHISKEY,1277387,MICHAEL SKURNIK WINES INC,D,09/30/2018
5146212,FUKANO DISTILLERY WHISKEY 2017 EDITION,652,9,LIQUOR - NO FEE,85.6PF WHISKEY,1277387,MICHAEL SKURNIK WINES INC,I,09/30/2018
5146213,HYAKUNEN NO KODOKU ONE HUNDRED YEARS,652,7,COCKTAILS & SPECIALTIES,OF SOLITUDE 80PF SPECIALTY,1277387,MICHAEL SKURNIK WINES INC,I,09/30/2018
5146214,KIROKO MEMORY 50PF,652,7,COCKTAILS & SPECIALTIES,SPECIALTY,1277387,MICHAEL SKURNIK WINES INC,I,09/30/2018
5146215,NAKANAKA PRETTY 50PF,652,7,COCKTAILS & SPECIALTIES,SPECIALTY,1277387,MICHAEL SKURNIK WINES INC,I,09/30/2018
5146216,YAMASEMI KINGFISHER 50PF,652,7,COCKTAILS & SPECIALTIES,SPECIALTY,1277387,MICHAEL SKURNIK WINES INC,I,09/30/2018
5146220,COQUITO SPECIALTIES,652,6,CORDIALS & LIQUEURS,LIQUEUR,1230905,MEDCO ATLANTIC INC,I,09/30/2018
5146234,KIMO SABE REPOSADO 90PF,652,2,WHISKEY,MEZCAL,1267246,NESTOR IMPORTS INC,I,09/30/2018
5146235,KIMO SABE TRUSTED FRIEND 86PF,652,2,WHISKEY,MEZCAL,1267246,NESTOR IMPORTS INC,I,09/30/2018
5146236,GLEN MORAY ELGIN CLASSIC 80PF,652,2,WHISKEY,WHISKEY,1267246,NESTOR IMPORTS INC,I,09/30/2018
5146237,ANTIGUA PORTENO 21 80PF,652,5,RUM,RUM,1289192,JANDELL SELECTIONS LTD,I,09/30/2018
5146238,ANTIGUA PORTENO 15 80PF,652,5,RUM,RUM,1289192,JANDELL SELECTIONS LTD,I,09/30/2018
5146239,ANTIGUA PORTENO 8 80PF,652,5,RUM,RUM,1289192,JANDELL SELECTIONS LTD,I,09/30/2018
5146240,LOZANO 56PF,652,6,CORDIALS & LIQUEURS,LIQUEUR,1289192,JANDELL SELECTIONS LTD,D,09/30/2018
5146246,KIRKLAND SIGNATURE AMERICAN VODKA 80PF,652,1,NEUTRAL SPIRITS,VODKA,1291907,COSTCO WHOLESALE CORPORATION,D,09/30/2018
5146247,KIRKLAND SIGNATURE RUM SPECIALTIES,652,7,COCKTAILS & SPECIALTIES,SPECIALTY,1291907,COSTCO WHOLESALE CORPORATION,D,09/30/2018
5146248,KIRKLAND SIGNATURE LIQUEURS,652,6,CORDIALS & LIQUEURS,LIQUEUR,1291907,COSTCO WHOLESALE CORPORATION,D,09/30/2018
5146249,KIRKLAND SIGNATURE COCKTAILS,652,7,COCKTAILS & SPECIALTIES,COCKTAILS,1291907,COSTCO WHOLESALE CORPORATION,D,09/30/2018
5146250,KIRKLAND SIGNATURE TENNESSEE STRAIGHT,652,2,WHISKEY,103PF WHISKEY,1291907,COSTCO WHOLESALE CORPORATION,D,09/30/2018
5146251,KIRKLAND SIGNATURE LONDON DRY 88PF,652,3,GIN,GIN,1291907,COSTCO WHOLESALE CORPORATION,D,09/30/2018
5146252,KIRKLAND SIGNATURE CANADIAN 80PF,652,2,WHISKEY,WHISKEY,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146253,KIRKLAND SIGNATURE DISTILLED 80PF,652,1,NEUTRAL SPIRITS,VODKA,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146254,KIRKLAND SIGNATURE 27YR 80PF,652,2,WHISKEY,WHISKEY,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146255,KIRKLAND SIGNATURE 16YR 80PF,652,2,WHISKEY,WHISKEY,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146256,KIRKLAND SIGNATURE 12YR 80PF,652,2,WHISKEY,WHISKEY,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146257,KIRKLAND SIGNATURE BLENDED SCOTCH,652,2,WHISKEY,WHISKEY 80PF WHISKEY,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146258,KIRKLAND SIGNATURE TEQUILA SILVER 80PF,652,2,WHISKEY,TEQUILA,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146260,KIRKLAND SIGNATURE TEQUILA ANEJO 80PF,652,2,WHISKEY,TEQUILA,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146261,KIRKLAND SIGNATURE XO COGNAC 80PF,652,4,BRANDY,BRANDY,1291907,COSTCO WHOLESALE CORPORATION,I,09/30/2018
5146262,SMIRNOFF SOURCED WATERMELON 60PF,652,1,NEUTRAL SPIRITS,FLAVORED VODKA,1247799,DIAGEO AMERICAS INC,D,09/30/2018
5146263,XXX WHISKEY SPECIALTIES 50PF,652,7,COCKTAILS & SPECIALTIES,WHISKEY SPECIALTY,1292486,D BERTOLINE & SONS INC,D,09/30/2018
5146266,XXX CORN 100PF,652,2,WHISKEY,WHISKEY,1292486,D BERTOLINE & SONS INC,D,09/30/2018
5146267,HEELBOY HELLWATER 66.6PF,652,7,COCKTAILS & SPECIALTIES,WHISKEY SECIALTIES,1292486,D BERTOLINE & SONS INC,D,09/30/2018
5146269,THE GLENROTHES 1988 86PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146270,THE GLENROTHES 1992 93.6PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146271,THE GLENROTHES 1995 86PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146272,THE GLENROTHES 1998 86PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146273,THE GLENROTHES 2001 86PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146274,THE GLENROTHES ALBA RESERVE 80PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146275,THE GLENROTHES BOURBON CASK RESERVE,652,2,WHISKEY,80PF WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146276,THE GLENROTHES PEATED CASK RESERVE,652,2,WHISKEY,80PF WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146277,THE GLENROTHES SELECT RESERVE 80PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146278,THE GLENROTHES SHERRY CASK RESERVE,652,2,WHISKEY,80PF WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146279,THE GLENROTHES 1978 86PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146280,THE GLENROTHES VINTAGE RESERVE 80PF,652,2,WHISKEY,WHISKEY,1305800,"EDRINGTON GROUP USA LLC, THE",I,09/30/2018
5146284,MAKERS MARK CASK STRENGTH 110.9PF,652,2,WHISKEY,STRAIGHT BOURBON WHISKEY,1298829,FUTURE BRANDS LLC,D,09/30/2018
5146286,TRIGO RESERVA ANEJA 80PF,652,5,RUM,RUM,1230905,MEDCO ATLANTIC INC,I,09/30/2018
